Login date;Stimuli Location;Head Position;Head Rotation;Point Location
3/12/2020 5:30:59 PM;5;(-0.1, 20.1, 0.1);(-0.1072457,0.4227329,-0.05091315,-0.8984448);(1.6, 20.5, 2.8)
3/12/2020 5:31:05 PM;5;(-0.1, 20.1, 0.1);(-0.09560221,-0.1114468,-0.01607192,-0.9890307);(2.8, 20.4, 1.4)
3/12/2020 5:31:11 PM;2;(-0.1, 20.1, 0.0);(-0.08140812,-0.1778992,0.02659395,-0.980315);(-3.2, 20.1, -0.4)
3/12/2020 5:31:17 PM;2;(-0.1, 20.1, 0.1);(-0.04795511,0.5375246,-0.0684227,-0.8390983);(-1.9, 20.5, -2.3)
3/12/2020 5:31:23 PM;2;(-0.1, 20.1, 0.0);(-0.007406617,0.7117752,-0.006126925,-0.7023416);(-1.7, 20.2, -2.5)
3/12/2020 5:31:32 PM;4;(-0.1, 20.1, 0.0);(-0.0147509,0.7752699,-0.06113219,-0.6284916);(0.8, 20.1, 3.2)
3/12/2020 5:31:41 PM;3;(-0.1, 20.1, 0.1);(-0.05919176,0.02033996,-0.01227979,-0.9979638);(1.2, 20.0, -2.9)
3/12/2020 5:31:49 PM;4;(-0.1, 20.1, 0.0);(-0.1035716,-0.4652485,0.03548523,-0.8783834);(0.8, 21.6, -2.4)
3/12/2020 5:31:56 PM;5;(-0.1, 20.1, 0.0);(-0.1125481,-0.470752,0.03160072,-0.8744868);(2.7, 19.2, -1.7)
3/12/2020 5:32:03 PM;4;(-0.1, 20.1, 0.0);(-0.1111477,-0.6549682,0.08296815,-0.7428185);(2.8, 19.8, -1.5)
3/12/2020 5:32:09 PM;2;(-0.1, 20.1, 0.0);(-0.1138593,-0.6407411,0.07641903,-0.7554119);(-2.0, 19.3, 2.7)
3/12/2020 5:32:16 PM;1;(-0.2, 20.1, 0.0);(-0.09911451,0.1122968,-0.04309958,-0.9877794);(-2.9, 19.3, 1.2)
3/12/2020 5:32:25 PM;1;(-0.2, 20.1, 0.0);(-0.09578874,0.07763705,-0.02730158,-0.9919938);(-3.0, 19.8, -1.3)
3/12/2020 5:32:32 PM;1;(-0.2, 20.1, 0.0);(-0.08146568,0.5680808,-0.05270797,-0.8172328);(-2.9, 19.2, -1.6)
3/12/2020 5:32:39 PM;3;(-0.2, 20.1, 0.0);(-0.0814327,0.709744,-0.09163158,-0.6937119);(-0.6, 22.7, 0.2)
3/12/2020 5:32:48 PM;3;(-0.2, 20.1, 0.0);(-0.05969754,0.5874732,-0.05193011,-0.8053662);(-1.4, 22.5, 0.8)
3/12/2020 5:32:55 PM;1;(-0.2, 20.1, 0.1);(-0.01369127,0.4263066,-0.03305136,-0.9038711);(-0.1, 19.5, -2.8)
3/12/2020 5:33:08 PM;3;(-0.2, 20.1, 0.0);(-0.0416853,0.7021589,-0.05350281,-0.7087826);(-1.7, 22.3, 1.1)
3/12/2020 5:33:14 PM;4;(-0.2, 20.1, 0.1);(-0.04971303,0.3953378,-0.04903211,-0.9158781);(1.2, 20.0, 2.9)
3/12/2020 5:33:21 PM;5;(-0.2, 20.1, 0.0);(-0.1016529,0.04431872,-0.04049066,-0.9930071);(2.7, 20.5, -1.6)
