Login date;Stimuli Location;Head Position;Head Rotation;Point Location
3/6/2020 12:17:38 PM;5;(-0.3, 20.3, 0.0);(-0.01154835,-0.6453686,0.03241384,0.763096);(-0.2, 19.9, 3.3)
3/6/2020 12:17:51 PM;2;(-0.2, 20.3, 0.1);(0.01516998,-0.05488227,0.02184448,0.9981387);(-3.3, 20.0, 0.4)
3/6/2020 12:18:15 PM;3;(-0.3, 20.3, 0.0);(-0.07586448,-0.5423299,0.006876186,0.8367054);(-3.3, 19.8, 1.1)
3/6/2020 12:18:29 PM;5;(-0.3, 20.3, 0.0);(-0.02157997,-0.5673527,0.04061287,0.8221897);(0.2, 19.8, 3.2)
3/6/2020 12:18:43 PM;2;(-0.2, 20.3, 0.1);(0.02535898,-0.03074194,0.03043236,0.9987421);(-3.1, 21.1, -0.4)
3/6/2020 12:18:57 PM;4;(-0.3, 20.3, 0.0);(-0.005356314,-0.6182427,0.03160609,0.7853333);(-0.3, 21.0, 3.0)
3/6/2020 12:19:12 PM;5;(-0.3, 20.3, 0.0);(0.04697334,-0.1832311,0.03953466,0.9811509);(2.2, 20.3, 2.1)
3/6/2020 12:19:26 PM;3;(-0.2, 20.3, -0.1);(0.03931808,0.2839514,0.01860373,0.9578516);(1.4, 19.1, 2.5)
3/6/2020 12:19:43 PM;4;(-0.2, 20.3, 0.0);(0.07698724,0.2700855,0.01593296,0.9596213);(2.9, 19.2, 0.3)
3/6/2020 12:19:54 PM;2;(-0.2, 20.3, -0.1);(0.06185494,0.5209006,-0.005546503,0.8513553);(0.3, 20.4, 2.9)
3/6/2020 12:20:11 PM;1;(-0.3, 20.3, -0.1);(0.04760442,0.2929772,0.008898135,0.9548922);(-3.0, 19.5, 1.4)
3/6/2020 12:20:26 PM;4;(-0.4, 20.3, -0.2);(0.03286918,-0.4535779,0.05382913,0.8889822);(0.9, 19.3, 2.8)
3/6/2020 12:20:39 PM;4;(-0.3, 20.3, -0.2);(0.04855678,0.1313534,0.02346271,0.9898677);(2.9, 20.9, -0.3)
3/6/2020 12:20:52 PM;1;(-0.2, 20.3, -0.3);(0.02717536,0.6568533,0.005497883,0.7535086);(-0.4, 20.2, 2.9)
3/6/2020 12:21:05 PM;1;(-0.3, 20.3, -0.2);(0.02580216,0.002558105,0.04348724,0.9987175);(-3.4, 20.1, 0.5)
3/6/2020 12:21:26 PM;2;(-0.4, 20.3, -0.3);(0.01299537,-0.5493466,0.0464302,0.8342025);(0.6, 20.6, -2.9)
3/6/2020 12:21:44 PM;1;(-0.3, 20.3, -0.4);(-0.01268032,-0.9875072,0.002549933,-0.1570428);(0.3, 20.2, 2.9)
3/6/2020 12:22:01 PM;3;(-0.2, 20.3, -0.3);(0.008589249,0.01967142,0.03175617,0.9992652);(1.9, 20.2, -3.0)
3/6/2020 12:22:33 PM;3;(-0.1, 20.3, 0.0);(0.05528418,0.8145959,0.0002364535,0.5773882);(2.3, 18.0, -0.9)
3/6/2020 12:22:49 PM;5;(-0.1, 20.3, 0.0);(0.06454726,0.8233866,-0.01815756,0.5635058);(-0.7, 20.7, -2.9)
