Login date;Stimuli Location;Head Position;Head Rotation;Point Location
3/6/2020 12:48:18 PM;2;(-0.3, 20.3, 0.2);(0.04461347,-0.02280773,-0.009690009,-0.9986969);(-3.0, 21.4, 0.5)
3/6/2020 12:48:28 PM;4;(-0.3, 20.3, 0.1);(0.03406723,0.4493502,0.04061722,-0.8917816);(1.7, 20.1, 2.7)
3/6/2020 12:48:34 PM;3;(-0.3, 20.3, 0.1);(0.03886911,-0.2757326,-0.02879814,-0.9600164);(1.2, 19.9, 3.0)
3/6/2020 12:48:43 PM;5;(-0.3, 20.3, 0.2);(0.02351336,-0.264078,-0.009794566,-0.964165);(1.9, 20.1, -2.4)
3/6/2020 12:48:58 PM;2;(-0.2, 20.3, 0.1);(-0.007781103,-0.8216572,-0.006874768,-0.5698873);(0.3, 20.8, 3.0)
3/6/2020 12:49:08 PM;5;(-0.3, 20.3, 0.2);(0.04361837,-0.1325873,-0.02579884,-0.989875);(2.1, 20.1, -2.2)
3/6/2020 12:49:16 PM;3;(-0.2, 20.3, 0.1);(-0.0004560584,-0.8259108,-0.01789922,-0.5635164);(2.9, 19.1, -0.6)
3/6/2020 12:49:25 PM;1;(-0.2, 20.3, 0.1);(-0.006148466,-0.8092713,0.004948416,-0.5873821);(1.0, 19.6, 3.0)
3/6/2020 12:49:35 PM;2;(-0.3, 20.3, 0.2);(0.02119129,-0.2052916,-0.0121861,-0.9783956);(-1.1, 21.4, 2.7)
3/6/2020 12:49:47 PM;1;(-0.3, 20.3, 0.2);(0.02687101,-0.01486402,0.03311023,-0.99898);(-3.0, 20.1, 1.5)
3/6/2020 12:49:57 PM;4;(-0.3, 20.3, 0.2);(0.01011948,0.3871505,0.02340179,-0.9216639);(0.8, 20.8, 3.0)
3/6/2020 12:50:08 PM;2;(-0.3, 20.3, 0.2);(0.02184876,-0.1145574,-0.02641426,-0.992825);(-2.2, 21.4, 2.0)
3/6/2020 12:50:19 PM;5;(-0.3, 20.3, 0.2);(0.02141535,0.1166609,0.01374336,-0.9928458);(3.0, 20.1, 0.0)
3/6/2020 12:50:28 PM;5;(-0.2, 20.3, 0.1);(0.005755608,-0.5688897,-0.01850978,-0.8221855);(1.7, 20.2, -2.6)
3/6/2020 12:50:40 PM;1;(-0.2, 20.3, 0.1);(-0.0002700786,-0.8649417,0.0001686625,-0.5018725);(0.5, 20.1, 3.1)
3/6/2020 12:50:49 PM;3;(-0.2, 20.3, 0.2);(0.01837755,-0.1618383,-0.004678445,-0.9866351);(0.8, 21.0, 2.9)
3/6/2020 12:50:58 PM;4;(-0.3, 20.3, 0.2);(0.01660258,-0.1756087,-0.01039481,-0.9842651);(2.7, 20.3, -1.0)
3/6/2020 12:51:04 PM;4;(-0.2, 20.3, 0.1);(0.01870433,-0.6837597,-0.01684492,-0.729273);(1.6, 21.2, -2.4)
3/6/2020 12:51:14 PM;3;(-0.2, 20.3, 0.1);(-0.000438856,-0.8626085,-0.05420122,-0.5029598);(2.2, 18.4, 1.5)
3/6/2020 12:51:28 PM;1;(-0.2, 20.3, 0.1);(-0.003539566,-0.5639741,0.0214441,-0.8255065);(-0.4, 20.3, 3.2)
