Login date;Stimuli Location;Head Position;Head Rotation;Point Location
2/21/2020 12:55:58 PM;5;(0.1, 20.2, -0.3);(-0.0358116,0.886143,-0.1049751,-0.4499425);(-1.5, 21.5, 2.2)
2/21/2020 12:56:06 PM;3;(0.0, 20.2, -0.2);(-0.06856755,0.5725506,-0.06695137,-0.8142493);(-2.0, 22.2, 0.9)
2/21/2020 12:56:15 PM;4;(0.0, 20.2, -0.2);(-0.05569111,0.5955086,-0.05601863,-0.799456);(0.7, 22.4, 1.9)
2/21/2020 12:56:24 PM;2;(0.1, 20.2, -0.1);(-0.09380531,0.1674441,-0.02343343,-0.981129);(-1.7, 22.5, -0.4)
2/21/2020 12:56:33 PM;4;(0.0, 20.2, -0.2);(-0.05297897,0.6668242,-0.07460096,-0.7395765);(0.0, 22.1, 2.3)
2/21/2020 12:56:40 PM;4;(0.1, 20.2, -0.1);(-0.06138207,0.2828743,-0.04550152,-0.9561088);(1.9, 22.1, 1.5)
2/21/2020 12:56:49 PM;1;(0.2, 20.2, -0.1);(-0.08481729,-0.06782124,-0.007680019,-0.994056);(-2.6, 21.5, -0.2)
2/21/2020 12:56:56 PM;1;(0.1, 20.2, -0.2);(-0.01947525,0.6103302,-0.05086406,-0.7902725);(-0.1, 21.5, -2.9)
2/21/2020 12:57:05 PM;3;(0.1, 20.2, -0.2);(0.006477421,0.9558389,-0.07170968,-0.2849352);(-1.7, 22.1, -2.0)
2/21/2020 12:57:15 PM;5;(0.1, 20.2, -0.2);(-0.001052348,0.9528888,-0.06411655,-0.296464);(-2.0, 21.4, 1.9)
2/21/2020 12:57:24 PM;5;(0.0, 20.2, -0.2);(-0.06601416,0.5712776,-0.04992397,-0.816573);(1.6, 21.7, 2.1)
2/21/2020 12:57:32 PM;5;(0.1, 20.2, -0.1);(-0.06925187,0.1203002,-0.03051592,-0.9898488);(2.9, 21.7, -0.2)
2/21/2020 12:57:40 PM;3;(0.2, 20.2, -0.2);(-0.04448404,-0.42512,-0.0004016291,-0.9040431);(2.3, 21.7, 1.5)
2/21/2020 12:57:48 PM;1;(0.2, 20.2, -0.2);(-0.0350985,-0.3726497,-0.006224448,-0.9272872);(-2.1, 21.1, 1.6)
2/21/2020 12:57:55 PM;3;(0.1, 20.2, -0.1);(-0.003116362,0.2311289,-0.03109702,-0.9724211);(-1.1, 21.3, 2.5)
2/21/2020 12:58:01 PM;2;(0.1, 20.2, -0.1);(-0.007907815,0.2443104,-0.01605732,-0.969532);(-1.5, 22.5, -1.1)
2/21/2020 12:58:10 PM;2;(0.0, 20.2, -0.2);(-0.02890026,0.651865,-0.0673002,-0.7547898);(-0.3, 22.3, -2.2)
2/21/2020 12:58:18 PM;2;(0.1, 20.2, -0.3);(-0.007858779,0.9258924,-0.07574711,-0.3700322);(1.4, 22.4, -1.8)
2/21/2020 12:58:30 PM;4;(0.2, 20.2, -0.4);(0.02852269,0.9931527,-0.06456276,0.09309226);(-2.5, 21.8, -0.4)
2/21/2020 12:58:38 PM;1;(0.0, 20.2, -0.3);(0.01788902,0.8645449,-0.060096,-0.4986289);(2.4, 22.0, -1.2)
