Login date;Stimuli Location;Head Position;Head Rotation;Point Location
3/1/2020 5:18:43 PM;5;(-0.2, 20.1, 0.0);(0.06646132,0.9530362,0.03629219,0.2932368);(-3.4, 19.4, -0.7)
3/1/2020 5:19:02 PM;4;(-0.3, 20.1, 0.0);(0.05386618,0.8507766,-0.01381786,-0.5225769);(-1.6, 20.6, 3.0)
3/1/2020 5:19:22 PM;2;(-0.2, 20.1, 0.1);(-0.0248914,-0.2795143,0.03810195,0.9590623);(-3.0, 19.3, -1.4)
3/1/2020 5:19:31 PM;5;(-0.2, 20.1, 0.0);(-0.05179461,-0.8207667,-0.008185074,0.5688518);(-1.2, 19.5, 3.1)
3/1/2020 5:19:54 PM;3;(-0.3, 20.1, 0.1);(0.09637354,-0.2479113,0.08190433,0.9604914);(-0.2, 19.4, 3.2)
3/1/2020 5:20:03 PM;4;(-0.3, 20.1, 0.0);(-0.08766572,-0.08307845,0.05546622,0.9911288);(3.0, 19.4, 0.1)
3/1/2020 5:20:12 PM;2;(-0.2, 20.1, 0.1);(0.04315249,0.67037,0.04727947,0.7392611);(-0.1, 19.5, 3.3)
3/1/2020 5:20:23 PM;3;(-0.3, 20.1, 0.1);(-0.03290126,0.04523174,0.04058897,0.9976093);(-0.1, 19.7, 3.3)
3/1/2020 5:20:46 PM;1;(-0.3, 20.1, 0.1);(0.01801496,0.09353845,0.04756401,0.9943157);(-3.3, 19.3, 0.9)
3/1/2020 5:20:57 PM;1;(-0.3, 20.1, 0.1);(-0.04845492,-0.4960128,0.03237801,0.8663574);(-2.6, 19.6, -2.1)
3/1/2020 5:21:13 PM;1;(-0.3, 20.1, 0.1);(-0.06179922,-0.9193136,-0.0269559,0.3877075);(1.5, 19.7, -2.4)
3/1/2020 5:21:25 PM;2;(-0.5, 20.1, 0.2);(0.03805052,0.8947183,0.06080282,0.4408338);(1.3, 19.6, 2.9)
3/1/2020 5:21:36 PM;1;(-0.5, 20.1, 0.2);(-0.01125024,0.2663013,0.05421036,0.9622985);(-3.2, 19.5, 1.8)
3/1/2020 5:21:47 PM;4;(-0.4, 20.1, 0.2);(-0.03888099,-0.4810297,0.04148355,0.8748588);(1.0, 19.6, 2.8)
3/1/2020 5:21:58 PM;4;(-0.5, 20.1, 0.1);(-0.006806047,0.21038,0.0522317,0.9761997);(2.2, 19.7, -1.6)
3/1/2020 5:22:21 PM;2;(-0.4, 20.1, 0.1);(0.01704844,0.8424674,0.05369733,0.5357934);(0.8, 19.1, 2.9)
3/1/2020 5:22:28 PM;5;(-0.5, 20.1, 0.1);(0.0126355,0.2380853,0.04821739,0.9699644);(2.3, 20.8, -1.1)
3/1/2020 5:22:45 PM;5;(-0.5, 20.1, 0.0);(0.07019477,0.7736073,-0.00478135,0.6297472);(-0.2, 20.7, -3.0)
3/1/2020 5:23:06 PM;3;(-0.4, 20.1, 0.1);(0.05385625,0.9908893,0.01330101,0.1227227);(-0.4, 19.4, 3.2)
3/1/2020 5:23:19 PM;3;(-0.5, 20.1, 0.1);(0.0308836,0.1026922,0.03380425,0.9936587);(0.1, 19.7, 3.2)
