Login date;Stimuli Location;Head Position;Head Rotation;Point Location
3/1/2020 5:49:55 PM;3;(-0.3, 20.1, 0.1);(0.02887408,0.7802181,-0.01303502,-0.6247048);(-3.4, 19.7, -0.5)
3/1/2020 5:50:03 PM;5;(-0.3, 20.1, 0.1);(0.02005395,0.7653487,-0.002014195,-0.6433002);(0.5, 19.8, 3.2)
3/1/2020 5:50:09 PM;4;(-0.4, 20.1, 0.1);(-0.01126988,-0.01196355,-0.03792941,-0.9991453);(2.3, 20.8, 1.8)
3/1/2020 5:50:15 PM;2;(-0.3, 20.1, 0.1);(-0.006442518,-0.3029305,-0.03225524,-0.952445);(-2.5, 20.3, 2.5)
3/1/2020 5:50:21 PM;5;(-0.3, 20.1, 0.1);(0.02224501,0.3648242,-0.02155261,-0.9305609);(1.1, 19.6, 3.0)
3/1/2020 5:50:28 PM;3;(-0.3, 20.1, 0.2);(-0.03119765,-0.1389362,-0.02838531,-0.9894027);(0.4, 19.7, 3.3)
3/1/2020 5:50:35 PM;5;(-0.3, 20.1, 0.1);(-0.01138726,-0.1317344,-0.02815857,-0.9908197);(2.9, 19.7, 0.6)
3/1/2020 5:50:40 PM;3;(-0.3, 20.1, 0.1);(-0.004744339,-0.5604075,-0.02508641,-0.8278235);(2.4, 19.7, 1.8)
3/1/2020 5:50:47 PM;2;(-0.4, 20.1, 0.1);(0.01949213,-0.4583332,-0.01661021,-0.8884115);(-0.4, 19.4, 3.3)
3/1/2020 5:50:53 PM;4;(-0.4, 20.1, 0.1);(0.04576335,-0.04548124,-0.01214048,-0.9978427);(2.6, 20.1, 1.5)
3/1/2020 5:50:59 PM;3;(-0.4, 20.1, 0.2);(0.04386523,-0.5005199,-0.05216931,-0.8630377);(2.3, 19.6, 1.9)
3/1/2020 5:51:05 PM;2;(-0.4, 20.1, 0.1);(0.0307471,-0.4604086,-0.03433515,-0.8865098);(-1.7, 20.3, 3.0)
3/1/2020 5:51:12 PM;4;(-0.4, 20.2, 0.1);(0.1284198,0.04909778,0.002059279,-0.9905018);(2.4, 20.9, 1.3)
3/1/2020 5:51:18 PM;1;(-0.4, 20.1, 0.1);(0.0417103,-0.4789251,-0.04397467,-0.875761);(-1.3, 20.8, 3.1)
3/1/2020 5:51:24 PM;4;(-0.4, 20.1, 0.1);(0.02913431,0.08071719,-0.02034832,-0.9961033);(1.7, 20.7, 2.4)
3/1/2020 5:51:31 PM;5;(-0.4, 20.1, 0.2);(0.01855798,-0.2000987,-0.02126787,-0.979369);(2.6, 20.7, -0.8)
3/1/2020 5:51:37 PM;1;(-0.4, 20.1, 0.1);(-0.002618363,-0.6450293,-0.03710961,-0.7632517);(-0.1, 20.6, 3.3)
3/1/2020 5:51:43 PM;1;(-0.4, 20.1, 0.2);(0.02862343,-0.03345864,-0.006903858,-0.9990063);(-3.0, 20.4, 1.9)
3/1/2020 5:51:50 PM;1;(-0.4, 20.1, 0.1);(-0.03443858,0.494333,-0.04317035,-0.8675167);(-3.3, 20.2, -1.0)
3/1/2020 5:51:58 PM;2;(-0.4, 20.1, 0.1);(0.05534818,0.7838771,0.006531233,-0.6184099);(0.4, 21.5, -2.5)
