Login date;Stimuli Location;Head Position;Head Rotation;Point Location
3/5/2020 5:09:15 PM;5;(-0.4, 20.1, 0.1);(-0.08686398,-0.02486426,-0.04606507,-0.994844);(3.1, 20.4, -0.4)
3/5/2020 5:09:24 PM;1;(-0.4, 20.1, 0.1);(-0.09076643,-0.0499503,-0.04325624,-0.9936777);(-3.2, 20.7, 0.4)
3/5/2020 5:09:32 PM;3;(-0.4, 20.1, 0.1);(-0.07657114,-0.03749848,-0.03497899,-0.9957446);(-1.7, 20.5, -2.5)
3/5/2020 5:09:40 PM;5;(-0.4, 20.1, 0.1);(-0.07923757,-0.04281159,-0.0368408,-0.9952545);(2.8, 20.8, -0.2)
3/5/2020 5:09:48 PM;1;(-0.4, 20.1, 0.1);(-0.08528288,-0.04071951,-0.0388594,-0.9947657);(-3.2, 20.6, 0.8)
3/5/2020 5:09:56 PM;1;(-0.4, 20.1, 0.1);(-0.08617144,-0.04724154,-0.04193408,-0.9942758);(-3.0, 20.4, 1.3)
3/5/2020 5:10:04 PM;5;(-0.4, 20.1, 0.1);(-0.08951868,-0.05005896,-0.04133053,-0.9938673);(2.8, 20.5, 0.5)
3/5/2020 5:10:11 PM;1;(-0.4, 20.1, 0.1);(-0.08115169,-0.04483308,-0.04381382,-0.9947286);(-3.1, 20.3, 1.1)
3/5/2020 5:10:19 PM;4;(-0.4, 20.1, 0.1);(-0.08618876,-0.04844289,-0.04275249,-0.9941816);(2.1, 21.6, 1.4)
3/5/2020 5:10:27 PM;3;(-0.4, 20.1, 0.1);(-0.07101154,-0.04743158,-0.04069141,-0.9955158);(-1.7, 20.8, -2.4)
3/5/2020 5:10:34 PM;2;(-0.4, 20.1, 0.1);(-0.08018029,-0.02152107,-0.03602666,-0.9958968);(-3.0, 20.8, -0.5)
3/5/2020 5:10:49 PM;4;(-0.4, 20.1, 0.1);(-0.03204656,-0.03037538,-0.04571365,-0.9979783);(1.8, 22.2, 0.6)
3/5/2020 5:10:57 PM;3;(-0.4, 20.1, 0.1);(-0.03575824,-0.04974652,-0.03940259,-0.9973437);(-1.0, 20.7, -2.6)
3/5/2020 5:11:04 PM;4;(-0.4, 20.1, 0.1);(-0.07294262,-0.04319038,-0.04092351,-0.9955598);(1.6, 20.8, 2.6)
3/5/2020 5:11:16 PM;5;(-0.4, 20.1, 0.1);(-0.07897688,-0.06687631,-0.04010266,-0.993822);(2.3, 22.0, -1.1)
3/5/2020 5:11:25 PM;2;(-0.4, 20.1, 0.1);(-0.05611096,-0.07341006,-0.03673842,-0.9950442);(-2.2, 21.5, -1.5)
3/5/2020 5:11:38 PM;2;(-0.3, 20.1, 0.0);(-0.02758353,-0.04643321,-0.03918964,-0.9977713);(-1.3, 21.9, -1.9)
3/5/2020 5:11:46 PM;2;(-0.3, 20.1, 0.0);(-0.03166295,-0.06430846,-0.04390024,-0.9964611);(-1.7, 21.7, -1.9)
3/5/2020 5:11:54 PM;4;(-0.3, 20.1, 0.0);(-0.05187969,-0.0812627,-0.03730684,-0.9946423);(2.2, 21.6, -0.7)
3/5/2020 5:12:03 PM;3;(-0.3, 20.1, 0.0);(-0.06251099,-0.06346738,-0.05170558,-0.9946811);(-0.6, 21.6, -2.3)
