Login date;Stimuli Location;Head Position;Head Rotation;Point Location
3/5/2020 4:47:22 PM;1;(-0.3, 20.1, 0.0);(0.05239097,0.02239029,0.04083891,0.9975401);(-2.9, 21.2, 0.4)
3/5/2020 4:47:30 PM;4;(-0.3, 20.1, 0.0);(0.05629863,0.02960936,0.05553625,0.9964283);(1.2, 21.4, -2.1)
3/5/2020 4:47:39 PM;5;(-0.3, 20.1, 0.0);(0.07024259,0.02837011,0.05700446,0.9954957);(1.5, 22.4, -0.8)
3/5/2020 4:47:56 PM;3;(-0.3, 20.1, 0.0);(0.08998694,0.02632695,0.06514888,0.993461);(-0.1, 20.5, -3.0)
3/5/2020 4:48:05 PM;4;(-0.3, 20.1, 0.0);(0.06622631,0.02571224,0.03521825,0.9968514);(1.0, 21.8, -2.1)
3/5/2020 4:48:13 PM;2;(-0.3, 20.1, 0.0);(0.0463597,0.02816521,0.04741477,0.9974013);(-1.5, 22.1, -1.6)
3/5/2020 4:48:22 PM;3;(-0.3, 20.1, 0.0);(0.05031133,0.0580458,0.04351109,0.9960955);(-1.6, 21.4, -2.3)
3/5/2020 4:48:41 PM;1;(-0.3, 20.1, 0.0);(0.07913136,0.04749277,0.04651188,0.9946454);(-3.0, 21.1, -0.5)
3/5/2020 4:48:53 PM;2;(-0.3, 20.1, 0.0);(0.08554425,0.04094372,0.04988331,0.9942423);(-0.6, 22.2, -2.5)
3/5/2020 4:49:02 PM;5;(-0.3, 20.1, 0.0);(0.08438177,0.08241781,0.04567074,0.9919685);(0.6, 22.2, -1.8)
3/5/2020 4:49:10 PM;1;(-0.3, 20.1, 0.0);(0.08345477,0.06788367,0.05799896,0.9925035);(-2.6, 21.7, -0.1)
3/5/2020 4:49:20 PM;3;(-0.3, 20.1, 0.0);(0.08671651,0.05927714,0.06065826,0.9926162);(0.0, 21.6, -2.8)
3/5/2020 4:49:28 PM;5;(-0.3, 20.1, 0.0);(0.090408,0.03790612,0.0560857,0.9936014);(1.8, 21.9, -1.0)
3/5/2020 4:49:38 PM;4;(-0.3, 20.1, 0.0);(0.08565737,0.02722333,0.05839785,0.9942392);(1.7, 20.7, -2.1)
3/5/2020 4:49:48 PM;2;(-0.3, 20.1, 0.0);(0.08473697,0.0221065,0.0586713,0.9944288);(-0.6, 21.9, -2.1)
3/5/2020 4:49:57 PM;4;(-0.2, 20.1, 0.0);(0.07194978,0.05613972,0.05177287,0.9944804);(0.7, 20.4, -2.8)
3/5/2020 4:50:06 PM;1;(-0.3, 20.1, 0.0);(0.09657576,0.0345779,0.06646951,0.9925016);(-3.0, 21.0, -0.3)
3/5/2020 4:50:16 PM;3;(-0.3, 20.1, 0.0);(0.09026689,0.03510171,0.07046115,0.9928016);(-0.4, 19.0, -3.0)
3/5/2020 4:50:25 PM;2;(-0.3, 20.1, 0.0);(0.08654653,0.005940516,0.05455497,0.9947352);(-0.7, 21.5, -2.3)
3/5/2020 4:50:34 PM;5;(-0.3, 20.1, 0.0);(0.09742713,0.06883576,0.03581355,0.9922132);(0.4, 21.3, -2.6)
