Login date;Stimuli Location;Head Position;Head Rotation;Point Location
3/1/2020 2:45:56 PM;5;(-0.1, 20.3, 0.1);(-0.09321797,0.169991,-0.005474687,-0.9810115);(3.4, 20.4, 1.4)
3/1/2020 2:46:07 PM;5;(0.0, 20.3, 0.1);(-0.06425878,-0.3330066,0.02497845,-0.9404008);(3.1, 20.5, -1.8)
3/1/2020 2:46:22 PM;2;(0.0, 20.3, 0.0);(-0.03528187,-0.7148162,0.04551223,-0.6969373);(1.4, 20.2, 2.8)
3/1/2020 2:46:30 PM;4;(0.0, 20.3, 0.1);(-0.01434272,-0.4463057,-0.00325474,-0.8947597);(3.3, 20.2, -0.9)
3/1/2020 2:46:41 PM;3;(0.1, 20.3, 0.0);(-0.0103314,-0.6345217,0.02673807,-0.7723734);(3.2, 20.2, 0.6)
3/1/2020 2:46:49 PM;5;(0.1, 20.3, 0.0);(-0.01366202,-0.6527087,-0.002669374,-0.7574811);(0.4, 20.5, -3.5)
3/1/2020 2:46:58 PM;3;(0.0, 20.3, -0.1);(0.008141913,-0.9061837,0.04045121,-0.4208663);(3.0, 20.8, -0.6)
3/1/2020 2:47:15 PM;1;(0.1, 20.3, 0.0);(-0.01525241,-0.6409209,0.02654633,-0.7669961);(0.0, 20.3, 3.2)
3/1/2020 2:47:25 PM;4;(0.1, 20.3, 0.0);(-0.03555129,-0.3194947,-0.001097066,-0.9469203);(3.2, 20.3, -1.8)
3/1/2020 2:47:37 PM;4;(0.1, 20.3, -0.1);(-0.02742408,-0.71368,0.02795207,-0.6993765);(1.6, 20.2, -3.2)
3/1/2020 2:47:45 PM;4;(0.0, 20.3, -0.1);(-0.01054798,-0.8673582,0.02956823,-0.4966933);(1.3, 20.1, -3.3)
3/1/2020 2:47:51 PM;5;(0.0, 20.3, -0.1);(-0.02285929,-0.8823761,0.04803566,-0.467528);(-2.0, 20.9, -2.2)
3/1/2020 2:48:06 PM;2;(0.0, 20.3, -0.1);(0.02126832,-0.9950689,0.000595676,0.09687757);(2.9, 21.0, 1.0)
3/1/2020 2:48:31 PM;3;(0.1, 20.3, -0.1);(-0.05285084,-0.8092689,0.06723259,-0.5811803);(-3.5, 20.1, -0.4)
3/1/2020 2:48:43 PM;3;(-0.1, 20.3, -0.1);(0.07374472,-0.9259973,0.02330122,0.3695237);(3.0, 20.4, -0.5)
3/1/2020 2:48:53 PM;1;(0.1, 20.3, 0.0);(-0.02672499,-0.9234324,0.01547148,-0.382517);(2.6, 20.5, 1.6)
3/1/2020 2:48:58 PM;1;(0.1, 20.3, 0.0);(0.01235534,-0.6264492,0.04050687,-0.778311);(-0.9, 20.3, 2.9)
3/1/2020 2:49:07 PM;1;(0.1, 20.3, 0.1);(0.005094992,-0.2135978,0.03447838,-0.9762998);(-2.9, 20.3, 0.9)
3/1/2020 2:49:16 PM;2;(0.0, 20.3, 0.1);(-0.01100428,0.2535344,0.003427584,-0.9672577);(-2.5, 21.4, -1.2)
3/1/2020 2:49:30 PM;2;(-0.1, 20.3, 0.1);(0.01749912,0.586441,0.01035205,-0.8097368);(-1.7, 20.8, -2.5)
