azi,test_azi,ele,test_ele,subject_id,hrtf,audio
-35,-47.51417265377693,39.375,-17.306978706897137,.\AssetsSubject1,generic,music.txt
45,60.95922396286601,0,-8.104392583306485,.\AssetsSubject1,generic,music.txt
0,-3.489604145960353,-16.875,-14.566037403227467,.\AssetsSubject1,generic,music.txt
-80,-78.95738407660518,-22.5,-73.40627306117446,.\AssetsSubject1,generic,music.txt
0,-3.83003883542058,-16.875,-11.132774514576392,.\AssetsSubject1,generic,music.txt
65,72.22507656705986,73.125,-21.254263261776547,.\AssetsSubject1,generic,music.txt
45,44.878807085955295,0,22.018159631586183,.\AssetsSubject1,generic,music.txt
65,80.10029122253282,73.125,32.444897736278264,.\AssetsSubject1,generic,music.txt
-80,-78.54831017449736,-22.5,-55.54791227255412,.\AssetsSubject1,generic,music.txt
65,66.62458001772215,73.125,24.848680854014336,.\AssetsSubject1,generic,music.txt
65,71.8822670928859,73.125,4.488356066059517,.\AssetsSubject1,generic,music.txt
-80,-79.02153955260962,-22.5,-72.83081798209827,.\AssetsSubject1,generic,music.txt
-80,-78.19806647630016,-22.5,-75.37534554747218,.\AssetsSubject1,generic,music.txt
-35,-23.805938805844836,39.375,-14.53216645392477,.\AssetsSubject1,generic,music.txt
-35,-18.63041043585045,39.375,-11.958917151539532,.\AssetsSubject1,generic,music.txt
-35,-20.105511013321564,39.375,-13.907376670998906,.\AssetsSubject1,generic,music.txt
-35,-42.180348103228454,39.375,-1.3303684151085173,.\AssetsSubject1,generic,noise.txt
65,75.60791433423063,73.125,53.47760227735661,.\AssetsSubject1,generic,noise.txt
45,55.26024043979427,0,16.829003122726537,.\AssetsSubject1,generic,noise.txt
-35,-49.51563211182884,39.375,-4.4887882530261765,.\AssetsSubject1,generic,noise.txt
65,78.75789963033135,73.125,74.66703514172579,.\AssetsSubject1,generic,noise.txt
-80,-82.18292684669531,-22.5,-69.8633273664652,.\AssetsSubject1,generic,noise.txt
-80,-84.97590484296488,-22.5,-8.184564083905101,.\AssetsSubject1,generic,noise.txt
0,0.7899952100472901,-16.875,-11.386845738851779,.\AssetsSubject1,generic,noise.txt
0,0.3135556983605102,-16.875,-12.37294359141186,.\AssetsSubject1,generic,noise.txt
-80,-83.74651286511885,-22.5,-79.79718339692539,.\AssetsSubject1,generic,noise.txt
0,2.36762974258679,-16.875,-10.870343096796537,.\AssetsSubject1,generic,noise.txt
0,7.282068363947918,-16.875,-9.175349368916045,.\AssetsSubject1,generic,noise.txt
-80,-81.80782385513378,-22.5,-49.25169714048476,.\AssetsSubject1,generic,noise.txt
45,49.13424614628899,0,66.55568881906538,.\AssetsSubject1,generic,noise.txt
45,79.56814901521439,0,78.06519266020132,.\AssetsSubject1,generic,noise.txt
-35,-21.074492411363916,39.375,-8.48464320652215,.\AssetsSubject1,generic,noise.txt
65,81.57266852119832,73.125,89.27849179996048,.\AssetsSubject1,generic,noise.txt
65,76.66863689626676,73.125,78.67921205283712,.\AssetsSubject1,generic,noise.txt
-35,-20.002988598606024,39.375,-7.614577294141463,.\AssetsSubject1,generic,noise.txt
45,58.96464648094939,0,27.831936491484424,.\AssetsSubject1,generic,noise.txt
45,82.95590209952854,0,86.75612529489312,.\AssetsSubject1,generic,speech.txt
0,3.290287072874393,-16.875,-10.073686143656833,.\AssetsSubject1,generic,speech.txt
45,56.075028401688066,0,63.36847068416615,.\AssetsSubject1,generic,speech.txt
-35,-60.92966944651505,39.375,-8.501313889772328,.\AssetsSubject1,generic,speech.txt
45,78.84472096928035,0,38.28826699814507,.\AssetsSubject1,generic,speech.txt
65,62.55722415469293,73.125,20.956825152449706,.\AssetsSubject1,generic,speech.txt
-80,-86.32092286990492,-22.5,-81.01017235432424,.\AssetsSubject1,generic,speech.txt
65,78.2557297182185,73.125,68.62664347755998,.\AssetsSubject1,generic,speech.txt
-35,-39.087262839650315,39.375,-6.656330583415672,.\AssetsSubject1,generic,speech.txt
0,3.905032141630141,-16.875,-13.793396671980593,.\AssetsSubject1,generic,speech.txt
0,1.8533821831521646,-16.875,-13.88816072380272,.\AssetsSubject1,generic,speech.txt
45,74.1433185755371,0,15.440094696486032,.\AssetsSubject1,generic,speech.txt
65,70.42717414895536,73.125,51.83216712896321,.\AssetsSubject1,generic,speech.txt
-35,-41.169324854900296,39.375,0.7061446312600891,.\AssetsSubject1,generic,speech.txt
65,50.71354774669765,73.125,6.000345564686135,.\AssetsSubject1,generic,speech.txt
-80,-82.06182753336746,-22.5,-40.75940839501428,.\AssetsSubject1,generic,speech.txt
-80,-79.40040901476715,-22.5,-36.267780871822886,.\AssetsSubject1,generic,speech.txt
0,3.648066474873985,-16.875,-16.939966612033075,.\AssetsSubject1,generic,speech.txt
-80,-82.19287906238888,-22.5,-32.38628411434014,.\AssetsSubject1,generic,speech.txt
-35,-32.792045897992665,39.375,-0.8380810037518369,.\AssetsSubject1,generic,speech.txt
