Login date;Stimuli Location;Head Position;Head Rotation;Point Location
2/6/2020 2:11:20 PM;2;(0.5, 20.3, 0.1);(0.01158643,0.02459599,0.0235996,-0.9993518);(-1.7, 20.4, 2.3)
2/6/2020 2:11:35 PM;5;(0.5, 20.3, 0.1);(0.009868879,0.03163594,0.02465253,-0.9991468);(3.8, 20.8, -0.2)
2/6/2020 2:11:52 PM;4;(0.5, 20.3, 0.1);(0.02724906,-0.001291314,0.02773289,-0.9992431);(3.3, 20.8, 1.9)
2/6/2020 2:12:06 PM;2;(0.5, 20.3, 0.1);(0.02373334,-0.01748283,0.03433866,-0.9989755);(-1.8, 20.4, 2.2)
2/6/2020 2:12:17 PM;5;(0.5, 20.3, 0.1);(0.02026411,0.02278133,0.02118678,-0.9993106);(3.8, 20.8, 0.4)
2/6/2020 2:12:25 PM;1;(0.5, 20.3, 0.1);(0.03011018,-0.02402257,0.04532326,-0.9982296);(-2.5, 20.2, 0.4)
2/6/2020 2:12:31 PM;1;(0.5, 20.3, 0.1);(0.0284088,0.009830889,0.02073187,-0.999333);(-2.5, 20.4, 0.3)
2/6/2020 2:12:35 PM;3;(0.5, 20.3, 0.1);(0.009311482,0.01841499,0.0196963,-0.999593);(0.4, 19.7, 3.4)
2/6/2020 2:12:42 PM;3;(0.5, 20.3, 0.1);(0.01785713,0.0143091,0.01834191,-0.9995701);(0.4, 19.7, 3.4)
2/6/2020 2:13:11 PM;1;(0.5, 20.3, 0.1);(0.02001408,0.01140542,0.02129313,-0.9995078);(-2.6, 20.1, 0.1)
2/6/2020 2:13:20 PM;3;(0.5, 20.3, 0.1);(0.01995168,0.01804147,0.01699947,-0.9994936);(0.5, 19.8, 3.4)
2/6/2020 2:13:24 PM;3;(0.5, 20.3, 0.1);(0.02149493,0.01612022,0.01844307,-0.9994689);(0.8, 19.9, 3.4)
2/6/2020 2:13:29 PM;1;(0.5, 20.3, 0.1);(0.02100918,0.01525508,0.01924491,-0.9994778);(-2.5, 20.1, 0.3)
2/6/2020 2:13:42 PM;4;(0.5, 20.3, 0.1);(0.02695745,0.01906919,0.02254822,-0.9992004);(2.9, 22.1, 0.9)
2/6/2020 2:13:54 PM;4;(0.5, 20.3, 0.1);(0.05251954,-0.01100595,0.02969334,-0.9981176);(3.8, 20.7, 0.1)
2/6/2020 2:13:59 PM;2;(0.5, 20.3, 0.1);(0.05699323,0.003126607,0.04350994,-0.9974212);(-0.7, 20.3, 3.1)
2/6/2020 2:14:05 PM;5;(0.5, 20.3, 0.1);(0.05174093,0.004463738,0.04324658,-0.9977137);(3.8, 20.5, 0.1)
2/6/2020 2:14:08 PM;5;(0.5, 20.3, 0.1);(0.06974161,-0.0116311,0.0472225,-0.996379);(3.7, 20.7, -0.2)
2/6/2020 2:14:14 PM;2;(0.5, 20.3, 0.1);(0.06934424,-0.0007886861,0.03738371,-0.9968918);(-0.6, 20.4, 3.1)
2/6/2020 2:14:17 PM;4;(0.5, 20.3, 0.1);(0.06014282,-0.009958467,0.04113739,-0.997292);(3.3, 21.0, 1.4)
