Login date;Stimuli Location;Head Position;Head Rotation;Point Location
2/6/2020 2:27:48 PM;5;(0.5, 20.3, 0.1);(-0.007226591,-0.01525749,0.03195995,-0.9993466);(4.1, 19.9, 1.1)
2/6/2020 2:27:52 PM;3;(0.5, 20.3, 0.1);(0.07181647,-0.01219936,0.03869123,-0.9965926);(0.3, 19.7, 3.4)
2/6/2020 2:27:57 PM;4;(0.5, 20.3, 0.1);(0.05964454,-0.02544779,0.03928027,-0.9971219);(3.1, 20.2, 2.5)
2/6/2020 2:28:02 PM;2;(0.5, 20.3, 0.1);(0.04485897,-0.03256413,0.03778625,-0.9977472);(-1.4, 19.7, 2.6)
2/6/2020 2:28:09 PM;4;(0.5, 20.3, 0.1);(0.03360065,-0.009180273,0.02458942,-0.9990907);(2.4, 19.6, 2.9)
2/6/2020 2:28:14 PM;4;(0.5, 20.3, 0.1);(0.03078842,-0.02358264,0.03068709,-0.9987763);(2.5, 19.6, 2.8)
2/6/2020 2:28:22 PM;1;(0.5, 20.3, 0.1);(0.02352868,-0.02517132,0.0318756,-0.9988977);(-2.2, 19.8, 1.7)
2/6/2020 2:28:26 PM;1;(0.4, 20.3, 0.1);(0.02780963,0.002356337,0.01853554,-0.9994387);(-1.6, 20.0, 2.4)
2/6/2020 2:28:29 PM;3;(0.4, 20.3, 0.1);(0.01570575,0.02532752,0.01878413,-0.9993794);(0.4, 19.7, 3.4)
2/6/2020 2:28:39 PM;5;(0.4, 20.3, 0.1);(0.009197291,0.04306199,0.005015112,-0.9990175);(4.2, 20.2, 0.1)
2/6/2020 2:28:45 PM;5;(0.4, 20.3, 0.1);(0.03400281,0.02092529,0.0132193,-0.9991152);(3.7, 20.2, 0.9)
2/6/2020 2:28:51 PM;5;(0.5, 20.3, 0.1);(0.02310151,-0.01241175,0.04113818,-0.9988093);(3.8, 20.2, -0.2)
2/6/2020 2:28:57 PM;3;(0.4, 20.3, 0.1);(0.0336253,-0.01050128,0.03766307,-0.9986694);(0.7, 19.7, 3.4)
2/6/2020 2:29:02 PM;1;(0.5, 20.3, 0.1);(0.02994095,-0.01429959,0.03805984,-0.9987245);(-1.2, 19.8, 2.8)
2/6/2020 2:29:07 PM;3;(0.4, 20.3, 0.1);(0.0219429,-0.0229663,0.03347458,-0.9989347);(0.7, 19.7, 3.4)
2/6/2020 2:29:11 PM;2;(0.4, 20.3, 0.1);(0.02055945,-0.02297506,0.03306873,-0.9989775);(-0.6, 19.8, 3.1)
2/6/2020 2:29:15 PM;2;(0.4, 20.3, 0.1);(0.02381271,-0.02208169,0.03419737,-0.9988874);(-0.5, 19.7, 3.2)
2/6/2020 2:29:18 PM;2;(0.5, 20.3, 0.1);(0.02028251,-0.02438702,0.03508586,-0.9988808);(-0.5, 19.7, 3.2)
2/6/2020 2:29:23 PM;4;(0.4, 20.3, 0.1);(0.02074666,-0.02586822,0.03441438,-0.9988574);(2.4, 19.8, 2.8)
2/6/2020 2:29:28 PM;1;(0.4, 20.3, 0.1);(0.01986284,-0.02191289,0.0314094,-0.9990689);(-1.7, 19.7, 2.4)
