Login date;Stimuli Location;Head Position;Head Rotation;Point Location
2/6/2020 2:24:30 PM;4;(0.5, 20.3, 0.1);(0.01808723,-0.01119466,0.02908352,-0.9993506);(3.5, 20.2, 1.6)
2/6/2020 2:24:38 PM;3;(0.5, 20.3, 0.1);(0.04674711,-0.02893309,0.03218633,-0.9979689);(1.4, 19.9, 3.3)
2/6/2020 2:24:42 PM;3;(0.5, 20.3, 0.1);(0.0426283,-0.02846885,0.03053236,-0.9982185);(0.9, 19.9, 3.3)
2/6/2020 2:24:53 PM;5;(0.5, 20.3, 0.1);(0.03595355,-0.02922485,0.02831945,-0.9985245);(3.7, 20.6, 0.9)
2/6/2020 2:24:57 PM;2;(0.5, 20.3, 0.1);(0.05541772,-0.02811379,0.04162136,-0.9971992);(-0.5, 20.2, 3.2)
2/6/2020 2:25:08 PM;1;(0.5, 20.3, 0.1);(0.0466361,-0.02810067,0.03651459,-0.9978488);(-1.7, 19.6, 2.3)
2/6/2020 2:25:12 PM;3;(0.5, 20.3, 0.1);(0.03374602,0.01056525,0.01765698,-0.9992187);(0.8, 19.8, 3.4)
2/6/2020 2:25:16 PM;2;(0.5, 20.3, 0.1);(0.03860724,0.007448192,0.01832991,-0.9990586);(-0.3, 20.0, 3.2)
2/6/2020 2:25:20 PM;1;(0.5, 20.3, 0.1);(0.03744486,0.007609013,0.0175341,-0.9991158);(-1.5, 19.9, 2.5)
2/6/2020 2:25:23 PM;2;(0.5, 20.3, 0.1);(0.02606846,0.02932124,0.01770229,-0.9990734);(-1.0, 20.1, 3.0)
2/6/2020 2:25:26 PM;2;(0.5, 20.3, 0.1);(0.03110425,0.02436649,0.01896219,-0.9990392);(-0.4, 19.8, 3.2)
2/6/2020 2:25:40 PM;4;(0.5, 20.3, 0.1);(0.02952236,0.02123864,0.01999423,-0.9991385);(2.8, 19.9, 2.4)
2/6/2020 2:25:48 PM;1;(0.5, 20.3, 0.1);(0.02940396,-0.0134875,0.02636933,-0.9991287);(-1.0, 19.9, 3.0)
2/6/2020 2:25:58 PM;5;(0.5, 20.3, 0.1);(0.03103812,-0.00363113,0.02541892,-0.9991883);(3.9, 20.3, 0.1)
2/6/2020 2:26:03 PM;1;(0.5, 20.3, 0.1);(0.04794417,-0.02280289,0.03175656,-0.9980846);(-1.5, 19.9, 2.6)
2/6/2020 2:26:10 PM;4;(0.5, 20.3, 0.1);(0.03711798,-0.004401979,0.02960232,-0.9988626);(2.2, 19.9, 2.9)
2/6/2020 2:26:14 PM;3;(0.5, 20.3, 0.1);(0.03145701,-0.02196867,0.03036354,-0.9988023);(0.5, 19.7, 3.4)
2/6/2020 2:26:18 PM;5;(0.5, 20.3, 0.1);(0.03458903,-0.01994214,0.02865657,-0.9987916);(3.8, 20.2, 1.0)
2/6/2020 2:26:22 PM;4;(0.5, 20.3, 0.1);(0.0360598,-0.03197091,0.05192015,-0.9974878);(2.6, 20.4, 2.5)
2/6/2020 2:26:26 PM;5;(0.5, 20.3, 0.1);(0.04111658,-0.03086231,0.03500824,-0.9980638);(3.8, 20.4, 0.6)
