Login date;Stimuli Location;Head Position;Head Rotation;Point Location
3/13/2020 3:35:40 PM;3;(0.1, 20.4, -0.1);(-0.04397201,-0.0202892,-0.01363726,-0.9987337);(0.2, 19.4, 3.0)
3/13/2020 3:35:49 PM;1;(0.1, 20.4, -0.1);(-0.05115736,-0.002296455,-0.02029866,-0.9984817);(-2.9, 20.4, 0.0)
3/13/2020 3:36:03 PM;1;(0.1, 20.4, -0.1);(-0.05442719,-0.01349238,-0.02832942,-0.9980246);(-2.8, 19.7, 0.9)
3/13/2020 3:36:17 PM;5;(0.1, 20.4, -0.1);(-0.1057576,-0.01264734,-0.007014045,-0.9942869);(3.4, 20.0, -0.8)
3/13/2020 3:36:38 PM;2;(0.1, 20.4, -0.1);(-0.04552879,0.04297264,-0.03016984,-0.9975823);(-2.2, 20.2, -2.0)
3/13/2020 3:36:52 PM;5;(0.1, 20.4, -0.1);(-0.08511756,0.007529644,-0.02253857,-0.9960876);(3.5, 20.0, -0.5)
3/13/2020 3:37:06 PM;5;(0.1, 20.4, -0.1);(-0.03357012,0.02985229,0.001553005,-0.9989893);(3.5, 19.7, -0.2)
3/13/2020 3:37:19 PM;1;(0.1, 20.4, -0.1);(-0.07245447,0.06897146,-0.020632,-0.9947701);(-2.8, 20.0, -0.3)
3/13/2020 3:37:32 PM;3;(0.1, 20.4, -0.1);(-0.07572223,0.04428503,-0.0307676,-0.9956698);(0.3, 19.3, 3.0)
3/13/2020 3:37:44 PM;2;(0.1, 20.4, -0.1);(-0.05933148,-0.00633291,-0.02614798,-0.9978757);(-2.4, 21.0, -1.5)
3/13/2020 3:38:05 PM;2;(0.1, 20.4, -0.1);(-0.08466289,-0.03272703,-0.01683323,-0.9957299);(-1.9, 20.0, -2.4)
3/13/2020 3:38:26 PM;2;(0.1, 20.4, -0.1);(-0.08490273,0.0005585268,-0.01278388,-0.9963071);(-2.8, 19.4, 0.2)
3/13/2020 3:38:34 PM;4;(0.1, 20.4, -0.1);(-0.0552099,-0.07048521,0.00675488,-0.995961);(3.0, 19.7, -2.0)
3/13/2020 3:38:43 PM;3;(0.1, 20.3, -0.1);(-0.1172969,0.1528919,0.06179621,-0.9793094);(-0.1, 20.7, -3.0)
3/13/2020 3:38:55 PM;4;(0.1, 20.4, -0.1);(-0.06142006,0.01089227,-0.04218831,-0.9971607);(3.1, 20.1, -1.9)
3/13/2020 3:39:07 PM;5;(0.1, 20.4, -0.1);(-0.07195997,-0.003929444,0.1351953,-0.9881946);(3.5, 19.7, -0.8)
3/13/2020 3:39:21 PM;1;(0.1, 20.4, -0.1);(-0.05426738,0.02186818,0.01366774,-0.9981935);(-2.9, 20.0, -0.1)
3/13/2020 3:39:36 PM;4;(0.1, 20.4, -0.1);(-0.06245958,0.01999594,-0.02819717,-0.9974487);(2.8, 19.3, -1.9)
3/13/2020 3:39:49 PM;4;(0.1, 20.4, -0.1);(-0.09401453,-0.01986109,0.003320018,-0.9953671);(3.1, 18.8, -1.1)
3/13/2020 3:40:02 PM;3;(0.1, 20.4, -0.2);(-0.02363852,-0.01916206,-0.0004826637,-0.9995368);(0.0, 19.2, 3.1)
